class,ag_004,ah_000,av_000,ay_008,az_001,ba_008,bk_000,bs_000,ca_000,cg_000,cm_000,cs_004,cv_000,de_000,do_000
47499,neg,532.0,1031060.0,2304.0,220380.0,546.0,0.0,126680.0,55840.0,20622.0,48.0,0.0,129412.0,2104896.0,374.0,52740.0
47501,neg,63234.0,2431676.0,756.0,4159456.0,2042.0,34564.0,201320.0,64100.0,47326.0,138.0,502.0,167074.0,4234996.0,1062.0,11956.0
47506,neg,2382.0,1411128.0,16776.0,1784.0,816.0,0.0,197100.0,177980.0,108542.0,184.0,0.0,174480.0,2342590.0,666.0,13470.0
47507,neg,328.0,916362.0,638.0,306420.0,1394.0,0.0,200100.0,164860.0,106028.0,32.0,0.0,80624.0,1889524.0,130.0,25056.0
47513,neg,2572.0,1746556.0,246.0,506476.0,528.0,0.0,147560.0,33760.0,31184.0,104.0,0.0,192258.0,3256666.0,52.0,49052.0
47515,neg,474.0,1144482.0,200.0,1415536.0,2116.0,0.0,121020.0,7280.0,3066.0,0.0,426.0,73004.0,0.0,64.0,45762.0
47517,neg,236372.0,1220146.0,224.0,416466.0,392.0,4166.0,178320.0,85180.0,55698.0,106.0,0.0,153882.0,1956580.0,302.0,47944.0
47520,neg,0.0,11274800.0,15052.0,0.0,0.0,0.0,174860.0,173320.0,85600.0,2046.0,0.0,0.0,16377034.0,1150.0,69428.0
47522,neg,15666.0,993704.0,176.0,577734.0,1238.0,0.0,315560.0,47260.0,19548.0,84.0,0.0,112820.0,1752336.0,132.0,25806.0
47523,neg,48332.0,1145134.0,158.0,1018084.0,324.0,0.0,219180.0,64480.0,41516.0,52.0,614.0,75972.0,2147740.0,114.0,26534.0
47524,neg,1448.0,1303938.0,316.0,309856.0,816.0,1284.0,174520.0,67880.0,33262.0,178.0,0.0,167904.0,2153986.0,114.0,27734.0
47527,neg,77590.0,1385960.0,4338.0,180750.0,8706.0,7422.0,263860.0,178820.0,81074.0,76.0,0.0,128676.0,2646386.0,354.0,26900.0
47528,neg,39394.0,1863664.0,7344.0,38932.0,1098.0,6474.0,218240.0,138640.0,65492.0,122.0,0.0,201572.0,3416152.0,418.0,28016.0
47529,neg,381260.0,3108672.0,1486.0,2193286.0,39966.0,8852.0,164960.0,126120.0,76010.0,338.0,0.0,472128.0,4335698.0,172.0,44598.0
47532,neg,224.0,2868198.0,554.0,53910.0,970.0,0.0,159600.0,107060.0,72304.0,100.0,1490.0,329330.0,5415504.0,214.0,118950.0
47537,neg,2180.0,1168310.0,4618.0,147208.0,380.0,14.0,168840.0,46980.0,31210.0,70.0,0.0,125458.0,2476280.0,298.0,28318.0
47540,neg,48026.0,1724238.0,424.0,571134.0,1538.0,5146.0,132080.0,128760.0,109098.0,56.0,198.0,153468.0,3077240.0,356.0,24468.0
47541,neg,3576.0,1457158.0,300.0,1939512.0,3028.0,0.0,187780.0,100440.0,57510.0,134.0,0.0,146002.0,2381504.0,404.0,40414.0
47544,neg,18714.0,3954748.0,1056.0,3099622.0,2236.0,0.0,115380.0,2660.0,118568.0,86.0,0.0,800354.0,6783466.0,434.0,84906.0
47545,neg,822.0,1035406.0,204.0,210434.0,1232.0,252.0,179400.0,4220.0,1816.0,38.0,460.0,100022.0,2217472.0,138.0,44734.0
47553,neg,270688.0,3708946.0,654.0,1874486.0,4416.0,71976.0,117740.0,146980.0,92062.0,216.0,880.0,117462.0,7370034.0,2320.0,36280.0
47555,pos,4925858.0,5910468.0,916.0,7414854.0,7438.0,218454.0,192220.0,156760.0,48090.0,424.0,1558.0,1282702.0,7802056.0,15200.0,78406.0
47558,neg,787580.0,777980.0,38.0,1752156.0,842.0,2848.0,106380.0,66960.0,80120.0,60.0,386.0,118552.0,1468576.0,100.0,3820.0
47560,neg,27572.0,1555920.0,1376.0,13738.0,1938.0,0.0,341620.0,237240.0,67504.0,76.0,0.0,206644.0,3031278.0,368.0,47706.0
47561,neg,524.0,948296.0,314.0,234072.0,1072.0,226.0,330620.0,55960.0,20080.0,62.0,0.0,115968.0,1741678.0,218.0,29036.0
47562,neg,7300.0,503934.0,28.0,576796.0,1020.0,342.0,232060.0,6620.0,6956.0,22.0,624.0,37544.0,855816.0,184.0,0.0
47563,neg,3682.0,1196962.0,526.0,347054.0,870.0,2668.0,173680.0,55260.0,26976.0,128.0,0.0,84188.0,2355376.0,130.0,42600.0
47568,neg,63702.0,1105134.0,1448.0,329834.0,248.0,2842.0,154900.0,16360.0,11204.0,74.0,0.0,87024.0,1212698.0,58.0,29132.0
47572,neg,912.0,1248210.0,250.0,664280.0,658.0,0.0,215400.0,211860.0,90428.0,46.0,0.0,133950.0,2354852.0,178.0,44048.0
47574,pos,6551090.0,17758898.0,714.0,14453796.0,20526.0,219738.0,172800.0,123480.0,81276.0,36.0,2834.0,765142.0,7104930.0,1386.0,56070.0
47581,neg,1128.0,1997922.0,2530.0,1763292.0,1568.0,0.0,110280.0,94420.0,69960.0,192.0,0.0,270818.0,3303124.0,360.0,66200.0
47584,neg,4586.0,1466468.0,76.0,89602.0,290.0,518.0,390600.0,140780.0,96308.0,64.0,0.0,123032.0,2363624.0,112.0,67690.0
47586,neg,3216.0,2202686.0,4984.0,6.0,560.0,0.0,349100.0,280360.0,94406.0,332.0,218.0,395594.0,3029068.0,1894.0,74050.0
47587,neg,4078.0,1112572.0,2226.0,1034.0,1428.0,0.0,369620.0,117180.0,33124.0,60.0,0.0,133070.0,1849500.0,484.0,16690.0
47588,neg,1310.0,1824162.0,366.0,0.0,2372.0,0.0,214660.0,180680.0,104828.0,0.0,0.0,178480.0,0.0,202.0,46416.0
47589,neg,562.0,1001642.0,1240.0,234144.0,580.0,10730.0,184380.0,112840.0,90240.0,86.0,0.0,146512.0,1603150.0,88.0,24250.0
47592,neg,615064.0,3844192.0,2898.0,2080464.0,1874.0,0.0,145280.0,93120.0,65858.0,190.0,0.0,231572.0,6520498.0,2438.0,174184.0
47593,neg,57200.0,1876760.0,1068.0,802598.0,1244.0,7886.0,191380.0,131400.0,80192.0,112.0,1008.0,169216.0,642402.0,270.0,55892.0
47594,neg,37334.0,1247270.0,274.0,259638.0,616.0,10136.0,287680.0,207680.0,68638.0,114.0,0.0,108990.0,1283698.0,176.0,6018.0
47596,neg,4016.0,1184604.0,858.0,0.0,2112.0,1358.0,159360.0,73880.0,49336.0,108.0,0.0,95192.0,2513240.0,208.0,46654.0
47599,neg,204.0,1302814.0,264.0,640358.0,1284.0,34.0,187240.0,75040.0,44276.0,114.0,0.0,79406.0,332022.0,658.0,45606.0
47603,neg,870.0,2283984.0,458.0,153366.0,2948.0,22.0,188580.0,172300.0,113904.0,188.0,0.0,186160.0,2793444.0,174.0,59982.0
47609,neg,576.0,1305818.0,1346.0,100690.0,1528.0,1496.0,190020.0,60440.0,34076.0,186.0,0.0,127158.0,2358700.0,118.0,33374.0
47610,neg,1736.0,2082986.0,3158.0,5056088.0,1620.0,0.0,148200.0,98340.0,58154.0,190.0,0.0,440584.0,2450706.0,618.0,6698.0
47617,neg,1682.0,3091796.0,2024.0,2455972.0,2352.0,0.0,114780.0,117580.0,82798.0,48.0,0.0,417432.0,5806624.0,180.0,62378.0
47618,neg,171608.0,1163636.0,1104.0,30210.0,744.0,88362.0,249180.0,119980.0,51432.0,64.0,0.0,122832.0,1969056.0,130.0,16722.0
47621,neg,61014.0,1484418.0,1300.0,483732.0,472.0,0.0,174680.0,159820.0,98334.0,218.0,1078.0,220976.0,2688668.0,656.0,28646.0
47627,neg,198.0,1198696.0,734.0,2631318.0,1130.0,842.0,219160.0,103800.0,52726.0,140.0,0.0,220906.0,2329362.0,272.0,47568.0
47628,neg,33182.0,615750.0,294.0,300344.0,108.0,0.0,223360.0,32480.0,24998.0,66.0,0.0,51958.0,1045086.0,190.0,13036.0
47629,neg,238392.0,1154708.0,940.0,23594.0,3362.0,8332.0,117460.0,21580.0,17476.0,76.0,0.0,112046.0,1825316.0,270.0,25258.0
47632,neg,44750.0,2936428.0,966.0,1113104.0,2178.0,0.0,142080.0,40880.0,27270.0,184.0,0.0,402640.0,6205884.0,486.0,72582.0
47634,neg,153386.0,2079312.0,622.0,591384.0,2384.0,532.0,168800.0,66220.0,26318.0,124.0,0.0,265962.0,918220.0,120.0,38480.0
47635,neg,34900.0,1568870.0,1332.0,2.0,1284.0,0.0,282160.0,121520.0,47434.0,120.0,0.0,146388.0,2958104.0,706.0,26970.0
47637,neg,442.0,1232628.0,1704.0,25864.0,690.0,0.0,163040.0,79860.0,45098.0,74.0,0.0,89916.0,1969158.0,268.0,33246.0
47638,neg,15362.0,1260634.0,990.0,387356.0,956.0,42.0,144560.0,143760.0,100860.0,140.0,0.0,171116.0,2517548.0,294.0,28472.0
47639,neg,310.0,1106150.0,70.0,189478.0,1400.0,0.0,122620.0,39900.0,41376.0,50.0,0.0,153508.0,2064198.0,204.0,52104.0
47641,neg,3492.0,1341258.0,112.0,444236.0,464.0,0.0,169200.0,102840.0,67916.0,104.0,726.0,118982.0,2178580.0,224.0,51772.0
47643,neg,81064.0,1261782.0,1042.0,9796.0,2928.0,5254.0,159920.0,111040.0,61714.0,54.0,0.0,132382.0,2357876.0,176.0,45462.0
47649,neg,334.0,1214504.0,2820.0,1484198.0,206.0,0.0,94840.0,29620.0,32572.0,36.0,286.0,117636.0,2065138.0,174.0,19434.0
47651,neg,39226.0,1479964.0,1084.0,3077128.0,502.0,0.0,268660.0,165820.0,72602.0,112.0,0.0,116934.0,1955564.0,508.0,27302.0
47652,neg,256.0,1023654.0,240.0,2.0,1508.0,18.0,133940.0,149040.0,116684.0,30.0,630.0,124164.0,2085170.0,62.0,23856.0
47660,neg,5265634.0,7487530.0,2380.0,12379442.0,2942.0,57262.0,228720.0,68580.0,64210.0,870.0,2080.0,1926132.0,12836434.0,926.0,122.0
47665,neg,496.0,1245064.0,406.0,484326.0,1068.0,2954.0,215100.0,107400.0,54486.0,64.0,742.0,83982.0,2356384.0,234.0,39368.0
47667,neg,1046.0,1311526.0,272.0,315170.0,456.0,2436.0,154560.0,75000.0,70370.0,96.0,0.0,298844.0,2275722.0,194.0,41578.0
47668,neg,61472.0,1129978.0,382.0,157820.0,962.0,2094.0,162800.0,65380.0,48710.0,58.0,0.0,48018.0,2564478.0,128.0,49052.0
47672,neg,6346.0,2187920.0,0.0,1125780.0,2842.0,0.0,196900.0,177800.0,106410.0,114.0,0.0,207814.0,3891946.0,0.0,0.0
47674,neg,169632.0,1807140.0,642.0,439160.0,2252.0,0.0,147980.0,99280.0,63164.0,104.0,0.0,107226.0,3244534.0,84.0,60674.0
47676,neg,302.0,933752.0,1800.0,37108.0,926.0,0.0,311600.0,65260.0,18816.0,60.0,0.0,153364.0,167472.0,110.0,15862.0
47679,neg,10676.0,1742066.0,364.0,163594.0,1694.0,0.0,183000.0,82580.0,55698.0,224.0,0.0,190008.0,3137646.0,92.0,15100.0
47681,neg,850.0,1269376.0,236.0,328740.0,558.0,0.0,167540.0,63980.0,47210.0,52.0,0.0,120134.0,2202486.0,386.0,35024.0
47683,neg,1680.0,2055358.0,8376.0,1456.0,3364.0,10890.0,475380.0,122080.0,25156.0,294.0,0.0,259530.0,3195180.0,1230.0,14174.0
47689,neg,57666.0,2043536.0,7372.0,92576.0,1648.0,602.0,309840.0,46740.0,3560.0,168.0,0.0,236824.0,3192492.0,980.0,28532.0
47690,neg,5756.0,1874002.0,422.0,336736.0,794.0,0.0,161440.0,63140.0,59280.0,414.0,0.0,166752.0,3318340.0,196.0,56572.0
47692,neg,65128.0,1255190.0,982.0,623066.0,894.0,6410.0,294320.0,73600.0,36932.0,80.0,536.0,217684.0,148318.0,238.0,45262.0
47698,neg,0.0,2619856.0,174.0,0.0,0.0,0.0,319240.0,48740.0,2954.0,0.0,0.0,0.0,0.0,2120.0,18534.0
47700,neg,1202.0,2590106.0,7998.0,47150.0,4358.0,3646.0,140420.0,136920.0,112342.0,82.0,966.0,289808.0,3865684.0,1040.0,69324.0
47705,neg,234.0,1353332.0,312.0,620698.0,1114.0,5890.0,127900.0,89280.0,73432.0,96.0,0.0,112162.0,2655502.0,112.0,38872.0
47706,neg,224.0,1011814.0,128.0,205800.0,766.0,0.0,167580.0,100100.0,112038.0,44.0,0.0,119796.0,1916558.0,234.0,24908.0
47708,neg,438822.0,3636054.0,540.0,4891124.0,1052.0,400.0,178560.0,82760.0,31208.0,340.0,2542.0,314142.0,4349804.0,576.0,104838.0
47714,neg,8364.0,870960.0,1080.0,606570.0,382.0,20.0,161740.0,80900.0,72614.0,70.0,0.0,164388.0,817862.0,152.0,36626.0
47715,neg,105790.0,999136.0,1874.0,643284.0,666.0,65330.0,226320.0,70340.0,25266.0,92.0,0.0,84904.0,1840490.0,238.0,37708.0
47716,neg,112402.0,1171966.0,1118.0,62.0,564.0,50.0,128620.0,26500.0,19658.0,130.0,0.0,141824.0,1473400.0,206.0,4620.0
47717,neg,40418.0,1160260.0,470.0,0.0,442.0,0.0,120480.0,20260.0,18068.0,86.0,142.0,103426.0,2225234.0,138.0,35866.0
47719,neg,20304.0,1030784.0,696.0,112854.0,1362.0,10006.0,225440.0,50260.0,19560.0,62.0,0.0,88112.0,2199012.0,242.0,23994.0
47723,neg,9113794.0,39315702.0,7546.0,24777244.0,11154.0,230598.0,147620.0,114080.0,59240.0,34.0,3102.0,5800744.0,2566108.0,1434.0,38448.0
47725,neg,14100.0,3170056.0,6604.0,305202.0,1124.0,1184.0,179700.0,1420.0,113894.0,118.0,0.0,271384.0,4630538.0,364.0,74122.0
47726,neg,48834.0,4629680.0,576.0,1130406.0,2640.0,0.0,289240.0,237020.0,73994.0,168.0,0.0,402734.0,7919884.0,378.0,93276.0
47727,neg,212.0,1467364.0,184.0,409060.0,1160.0,2.0,273680.0,171940.0,88346.0,84.0,1050.0,203182.0,2519306.0,194.0,36930.0
47729,neg,788.0,1336508.0,1796.0,905586.0,1334.0,8468.0,238080.0,68340.0,31314.0,60.0,374.0,254060.0,1990602.0,282.0,26454.0
47735,neg,24862.0,2998014.0,284.0,1310816.0,1366.0,0.0,131540.0,63140.0,64562.0,110.0,0.0,273528.0,5312898.0,192.0,77994.0
47736,neg,2520.0,2185174.0,572.0,94226.0,264.0,0.0,133720.0,103060.0,90002.0,310.0,450.0,510174.0,3854328.0,544.0,43806.0
47740,neg,1174426.0,1002584.0,228.0,970786.0,3210.0,4748.0,247420.0,78380.0,32038.0,72.0,750.0,95694.0,1895628.0,242.0,9578.0
47742,neg,1975908.0,3913904.0,782.0,7414082.0,4634.0,54852.0,162540.0,72040.0,56130.0,230.0,1352.0,384922.0,7703992.0,1158.0,7708.0
47743,neg,110646.0,1087258.0,1990.0,831490.0,886.0,10546.0,318140.0,72300.0,32644.0,100.0,0.0,109352.0,1863794.0,162.0,40562.0
47744,neg,2368.0,2017046.0,2416.0,4711754.0,572.0,0.0,238440.0,33380.0,13644.0,136.0,0.0,246392.0,3383946.0,256.0,12760.0
47748,neg,19702.0,2685438.0,16.0,0.0,1340.0,2378.0,207180.0,24260.0,4192.0,46.0,318.0,83352.0,1628794.0,60.0,5656.0
47749,neg,247174.0,1095462.0,88.0,1392260.0,160.0,2370.0,160760.0,30400.0,22208.0,110.0,0.0,77250.0,2163254.0,292.0,53636.0
47750,neg,7350.0,1153738.0,4368.0,331418.0,1440.0,2352.0,174240.0,63960.0,22604.0,56.0,0.0,118244.0,1601308.0,158.0,30530.0
47752,neg,54484.0,1189774.0,148.0,584470.0,750.0,0.0,222480.0,129120.0,52640.0,150.0,0.0,119300.0,2233682.0,80.0,63388.0
47759,neg,486.0,1112910.0,674.0,250358.0,768.0,0.0,141420.0,36480.0,33118.0,36.0,0.0,87626.0,2159176.0,128.0,45990.0
47761,neg,5000.0,914482.0,686.0,673798.0,1386.0,0.0,275940.0,234280.0,96940.0,42.0,520.0,92848.0,294508.0,228.0,22096.0
47762,neg,32938.0,895104.0,2676.0,785942.0,914.0,308.0,243920.0,204440.0,96734.0,62.0,0.0,166458.0,1649718.0,358.0,24094.0
47767,neg,158.0,2027044.0,112.0,1066482.0,4866.0,0.0,97100.0,45820.0,54750.0,236.0,0.0,234630.0,2646732.0,294.0,43442.0
47768,neg,2186.0,1599456.0,794.0,1357428.0,3582.0,0.0,273640.0,198260.0,115106.0,170.0,514.0,205914.0,2289798.0,310.0,18590.0
47769,neg,3672.0,1165214.0,282.0,4.0,1710.0,0.0,211860.0,90680.0,40056.0,62.0,184.0,100904.0,2474390.0,458.0,23930.0
47773,neg,1116.0,1237776.0,442.0,425868.0,40346.0,0.0,251720.0,135680.0,59594.0,102.0,0.0,128020.0,2091680.0,278.0,16950.0
47779,neg,255388.0,1155034.0,180.0,412432.0,1878.0,7920.0,197680.0,34220.0,29990.0,74.0,0.0,86364.0,2046448.0,182.0,30262.0
47780,neg,5148.0,1542892.0,530.0,518250.0,1256.0,152.0,277560.0,25600.0,15538.0,66.0,0.0,179320.0,2875326.0,168.0,56072.0
47783,neg,11120.0,1019900.0,1474.0,1435932.0,516.0,11554.0,211540.0,74700.0,35726.0,92.0,0.0,111958.0,2042606.0,146.0,41892.0
47786,neg,1432.0,2117962.0,686.0,16164.0,640.0,0.0,250100.0,224520.0,107496.0,96.0,530.0,254052.0,3326118.0,272.0,53812.0
47787,neg,47592.0,1546014.0,4154.0,1198.0,480.0,0.0,211640.0,27900.0,14696.0,122.0,0.0,244320.0,1097654.0,216.0,8792.0
47794,neg,9238.0,1237184.0,2648.0,300216.0,556.0,6672.0,488140.0,79540.0,21208.0,86.0,0.0,178050.0,1521736.0,176.0,30480.0
47797,neg,5327360.0,5573038.0,1406.0,1962276.0,26016.0,283850.0,139200.0,89460.0,59678.0,0.0,1350.0,467398.0,0.0,566.0,32560.0
47799,neg,748.0,1277658.0,226.0,1062238.0,7728.0,20.0,126520.0,87240.0,76246.0,34.0,0.0,167536.0,2507352.0,68.0,5568.0
47800,neg,2090.0,1371234.0,1416.0,586852.0,802.0,0.0,164980.0,43020.0,44892.0,100.0,0.0,252832.0,2339990.0,234.0,35068.0
47801,neg,348.0,1479742.0,178.0,1437754.0,7150.0,0.0,205900.0,126780.0,64876.0,50.0,1042.0,106264.0,2491302.0,304.0,24728.0
47809,neg,51470.0,1097100.0,526.0,86626.0,2974.0,2244.0,382620.0,286360.0,82426.0,84.0,0.0,88410.0,1971648.0,118.0,29394.0
47811,neg,11802.0,1244816.0,3370.0,209672.0,6046.0,28976.0,191100.0,76100.0,43668.0,234.0,0.0,116502.0,2243620.0,186.0,33954.0
47812,neg,16708.0,1252220.0,488.0,186702.0,1360.0,0.0,172640.0,131840.0,73798.0,126.0,0.0,270326.0,2400376.0,370.0,41246.0
47815,neg,26088.0,1788882.0,312.0,643006.0,980.0,0.0,241240.0,113680.0,67746.0,224.0,0.0,200416.0,3300690.0,186.0,42722.0
47816,neg,57584.0,1169444.0,120.0,333218.0,2378.0,308.0,266040.0,55600.0,48510.0,98.0,0.0,109204.0,2266806.0,184.0,40036.0
47820,neg,3196.0,1741712.0,232.0,483848.0,1162.0,0.0,290060.0,64680.0,55992.0,84.0,0.0,159838.0,3328590.0,98.0,59222.0
47823,neg,23582.0,1107152.0,6514.0,56292.0,1624.0,2.0,133460.0,18200.0,9818.0,92.0,0.0,77318.0,1369540.0,152.0,25574.0
47824,neg,248.0,1167728.0,1164.0,156938.0,858.0,0.0,194140.0,62320.0,41232.0,62.0,0.0,148956.0,2081262.0,142.0,20106.0
47825,neg,18184.0,824666.0,3034.0,5850.0,1668.0,30.0,198820.0,97080.0,59864.0,12.0,0.0,51806.0,1432028.0,362.0,9644.0
47827,neg,10455562.0,10205390.0,1820.0,4570288.0,41964.0,343702.0,128340.0,16840.0,114328.0,152.0,3140.0,2501534.0,5081150.0,490.0,67208.0
47828,neg,3192.0,1099550.0,156.0,1151968.0,512.0,118.0,201300.0,127540.0,56570.0,86.0,802.0,133438.0,1468460.0,132.0,38082.0
47830,neg,5184.0,1870104.0,3616.0,694612.0,288.0,0.0,179800.0,82160.0,58098.0,74.0,250.0,303916.0,2827802.0,1182.0,49490.0
47834,neg,280.0,1501014.0,404.0,653732.0,694.0,0.0,178360.0,229520.0,113660.0,68.0,0.0,117150.0,3131024.0,270.0,49892.0
47838,neg,21640.0,1011858.0,298.0,2.0,754.0,748.0,190220.0,23440.0,18714.0,44.0,0.0,176432.0,1820958.0,200.0,39666.0
47840,neg,5006.0,1272238.0,1206.0,375172.0,750.0,448.0,221120.0,115960.0,50616.0,112.0,0.0,151634.0,1779364.0,376.0,19444.0
47841,neg,3434.0,2325478.0,3632.0,1083796.0,28318.0,108020.0,222480.0,58440.0,28962.0,270.0,0.0,1264234.0,2329126.0,114.0,64856.0
47844,neg,160454.0,3607628.0,0.0,98702.0,136.0,4304.0,115100.0,70120.0,69272.0,0.0,44.0,31588.0,283086.0,2.0,1228.0
47845,neg,1006.0,1345524.0,2776.0,1468.0,2630.0,8.0,194300.0,62420.0,35476.0,68.0,0.0,110612.0,2469088.0,114.0,14570.0
47847,neg,306.0,942158.0,1784.0,94584.0,1354.0,24612.0,226000.0,175760.0,114244.0,94.0,0.0,96978.0,1796602.0,230.0,24174.0
47848,neg,534.0,1779024.0,1034.0,1712574.0,1946.0,20.0,141180.0,86280.0,83882.0,172.0,1176.0,220544.0,3359976.0,352.0,50494.0
47849,neg,55002.0,1453404.0,720.0,782254.0,1248.0,0.0,224460.0,8460.0,118066.0,84.0,0.0,132468.0,2748172.0,268.0,39110.0
47853,neg,0.0,1048828.0,36.0,0.0,0.0,0.0,94260.0,260.0,119200.0,88.0,0.0,0.0,2072862.0,1750.0,0.0
47854,neg,938.0,1002420.0,478.0,19558.0,1144.0,2.0,157100.0,18340.0,13042.0,76.0,0.0,152100.0,1971134.0,166.0,35702.0
47855,neg,7344.0,1302710.0,1564.0,698066.0,1166.0,150.0,232500.0,63940.0,41098.0,66.0,424.0,109912.0,2073182.0,254.0,24586.0
47857,neg,5164.0,864348.0,286.0,236198.0,1874.0,0.0,244140.0,189620.0,95614.0,88.0,0.0,105018.0,1646536.0,192.0,19748.0
47862,neg,642.0,1145106.0,988.0,494.0,420.0,4.0,126820.0,19820.0,22908.0,0.0,0.0,279730.0,0.0,482.0,29128.0
47863,neg,284.0,1175000.0,2060.0,145750.0,1460.0,0.0,278900.0,193800.0,78260.0,60.0,0.0,157800.0,2237956.0,106.0,39100.0
47871,neg,113148.0,2089670.0,328.0,435908.0,1092.0,42904.0,295440.0,101500.0,47984.0,170.0,0.0,191810.0,4438352.0,208.0,81420.0
47875,neg,85084.0,2107914.0,3770.0,920722.0,1166.0,17826.0,175700.0,24300.0,20030.0,130.0,0.0,255186.0,3072812.0,662.0,55052.0
47876,neg,5514.0,1431454.0,174.0,0.0,194.0,2328.0,156120.0,125640.0,95552.0,108.0,0.0,85070.0,2864046.0,180.0,30018.0
47877,neg,26640.0,1209772.0,446.0,12924.0,748.0,3068.0,191920.0,62880.0,38676.0,172.0,0.0,80352.0,1186268.0,116.0,51732.0
47882,neg,11184.0,938012.0,152.0,273788.0,474.0,72.0,179040.0,840.0,120346.0,54.0,0.0,36136.0,2044260.0,224.0,39056.0
47883,neg,1254764.0,662794.0,110.0,1073210.0,1202.0,29706.0,221520.0,98040.0,59314.0,64.0,336.0,895160.0,1430746.0,200.0,4476.0
47887,neg,42798.0,1242726.0,854.0,50604.0,796.0,6358.0,136460.0,66460.0,38756.0,54.0,0.0,134304.0,2342174.0,128.0,24772.0
47888,neg,14082.0,1385778.0,168.0,809598.0,1834.0,6620.0,363000.0,139180.0,38850.0,112.0,0.0,160510.0,2173532.0,230.0,22090.0
47891,neg,491744.0,1733258.0,382.0,1384556.0,3752.0,0.0,138000.0,111100.0,91776.0,106.0,0.0,131396.0,3574318.0,222.0,41010.0
47892,neg,92.0,1153094.0,502.0,1348210.0,536.0,0.0,231960.0,69680.0,42586.0,126.0,0.0,188602.0,2403998.0,122.0,35480.0
47894,neg,122778.0,1246468.0,2596.0,55210.0,2080.0,149546.0,210040.0,100160.0,66754.0,86.0,0.0,99316.0,1738030.0,196.0,87880.0
47896,neg,11646.0,906132.0,1902.0,280030.0,1002.0,2848.0,198480.0,163560.0,98352.0,92.0,0.0,99420.0,1561450.0,448.0,15628.0
47897,neg,218.0,1406272.0,972.0,550696.0,1284.0,24.0,196920.0,106160.0,64076.0,118.0,0.0,180502.0,2449892.0,360.0,59220.0
47898,neg,405708.0,6562348.0,20174.0,19518.0,9560.0,0.0,255980.0,259420.0,67256.0,2578.0,1860.0,994812.0,2182240.0,1100.0,21702.0
47900,neg,132.0,1312464.0,116.0,375036.0,200.0,0.0,110520.0,36920.0,41556.0,26.0,936.0,91454.0,2412522.0,144.0,34584.0
47901,neg,29970.0,2196760.0,220.0,45596.0,736.0,0.0,408580.0,6040.0,116488.0,170.0,0.0,227740.0,4364888.0,226.0,73372.0
47903,neg,262.0,1370090.0,5454.0,293426.0,1766.0,134.0,218900.0,51180.0,27774.0,108.0,0.0,140688.0,2267058.0,166.0,25880.0
47904,neg,104410.0,1888230.0,3860.0,671612.0,1194.0,9922.0,258360.0,252440.0,109088.0,246.0,0.0,201242.0,3240416.0,320.0,77674.0
47905,neg,43432.0,1529646.0,242.0,1702826.0,350.0,0.0,121420.0,131140.0,102278.0,82.0,0.0,173508.0,2916410.0,106.0,57342.0
47907,neg,159114.0,1134832.0,84.0,252914.0,590.0,7010.0,184300.0,159040.0,110036.0,46.0,112.0,210512.0,2105578.0,154.0,35066.0
47908,neg,270.0,1093618.0,302.0,480032.0,1796.0,0.0,121620.0,14800.0,16578.0,54.0,0.0,228514.0,2011162.0,416.0,21418.0
47909,neg,1058.0,1371120.0,332.0,69224.0,1684.0,14.0,180200.0,84740.0,51280.0,100.0,0.0,136154.0,2459464.0,202.0,35104.0
47910,neg,50930.0,832778.0,540.0,1648660.0,624.0,12494.0,280660.0,223460.0,75812.0,90.0,310.0,71094.0,1331210.0,844.0,5942.0
47911,neg,758.0,1197954.0,96.0,1051604.0,8774.0,0.0,293480.0,221800.0,81152.0,66.0,868.0,99154.0,2199056.0,212.0,38230.0
47914,neg,17290.0,2553870.0,264.0,57156.0,1202.0,0.0,324440.0,264060.0,89640.0,298.0,0.0,427800.0,5586544.0,460.0,111486.0
47916,neg,684.0,1002040.0,706.0,1222.0,202.0,0.0,181380.0,176240.0,108792.0,78.0,512.0,86222.0,1901176.0,270.0,50452.0
47917,neg,19712.0,2931450.0,2176.0,1210980.0,1758.0,470.0,210260.0,132180.0,78178.0,122.0,976.0,256972.0,1425464.0,82.0,79556.0
47918,neg,60954.0,1438756.0,324.0,244142.0,444.0,0.0,236660.0,187220.0,98038.0,136.0,0.0,289572.0,2539780.0,326.0,40470.0
47925,neg,208732.0,755212.0,1934.0,691326.0,2192.0,21308.0,145400.0,113880.0,60768.0,280.0,0.0,97158.0,858946.0,1070.0,12208.0
47926,neg,168.0,1051688.0,486.0,87894.0,562.0,1528.0,174900.0,18860.0,8696.0,94.0,888.0,74878.0,1603108.0,258.0,35794.0
47929,neg,412.0,1883042.0,3794.0,614656.0,1488.0,294.0,193400.0,31800.0,18538.0,220.0,0.0,181096.0,2753660.0,334.0,51182.0
47933,neg,1016.0,1306126.0,4932.0,520026.0,496.0,99094.0,387480.0,129680.0,39968.0,106.0,0.0,210100.0,1989710.0,780.0,31334.0
47934,neg,546.0,2418.0,160.0,9024.0,2.0,0.0,1310700.0,10740.0,2506.0,2.0,10.0,656.0,1940.0,98.0,0.0
47936,neg,56842.0,39454.0,60.0,151388.0,244.0,16.0,1310700.0,159220.0,50750.0,16.0,154.0,11492.0,76314.0,242.0,48.0
47937,neg,580.0,1393866.0,1050.0,35316.0,2080.0,0.0,274040.0,31180.0,9072.0,62.0,0.0,221746.0,2748974.0,166.0,26504.0
